28,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q5e,The UK has strict rules on the use of animals in scientific research,http://bit.ly/2F7fNuv
29,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q5f,The rules in the UK on scientific research involving animals are well enforced,http://bit.ly/2F7fNuv
30,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q5g,I trust the regulators to uncover any misconduct at animal research facilities,http://bit.ly/2F7fNuv
31,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6a_1,Which are acceptable things for an APO to do?: Ask people to put a sticker ,http://bit.ly/2F7fNuv
32,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6a_2,Which are acceptable things for an APO to do?: Destroy ,http://bit.ly/2F7fNuv
33,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6a_3,Which are acceptable things for an APO to do?: Release animals illegally,http://bit.ly/2F7fNuv
34,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6a_4,Which are acceptable things for an APO to do?: Hand out leaflets,http://bit.ly/2F7fNuv
35,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6a_5,Which are acceptable things for an APO to do?: Occupy research facilities illegally,http://bit.ly/2F7fNuv
36,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6a_6,Which are acceptable things for an APO to do?: None,http://bit.ly/2F7fNuv
37,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6a_7,Which are acceptable things for an APO to do?: Don,http://bit.ly/2F7fNuv
38,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6a_8,Which are acceptable things for an APO to do?: Respondent refused,http://bit.ly/2F7fNuv
39,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6a_9,Which are acceptable things for an APO to do?: Respondent said depends on legality,http://bit.ly/2F7fNuv
40,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6b_1,Which is acceptable for an APO to do?: Demonstration outside research laboratories,http://bit.ly/2F7fNuv
41,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6b_2,Which is acceptable for an APO to do?: Demonstration outside homes of people who work in animal research,http://bit.ly/2F7fNuv
42,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6b_3,Which is acceptable for an APO to do?: Demonstration outside companies which transport research animals,http://bit.ly/2F7fNuv
43,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6b_4,Which is acceptable for an APO to do?: Demonstration outside companies which supply services to animal research,http://bit.ly/2F7fNuv
44,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6b_5,Which is acceptable for an APO to do?: None of these,http://bit.ly/2F7fNuv
45,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6b_6,Which is acceptable for an APO to do?: Don,http://bit.ly/2F7fNuv
46,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6b_7,Which is acceptable for an APO to do?: Respondent refused,http://bit.ly/2F7fNuv
47,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6b_8,Which is acceptable for an APO to do?: Respondent said depends on legality,http://bit.ly/2F7fNuv
48,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_1,Which is acceptable for an APO to do?: Organise petitions,http://bit.ly/2F7fNuv
49,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_2,Which is acceptable for an APO to do?: Send hate mail or abusive messages to those involved in animal research,http://bit.ly/2F7fNuv
50,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_3,Which is acceptable for an APO to do?: Set up road blocks illegally,http://bit.ly/2F7fNuv
51,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_4,Which is acceptable for an APO to do?: Physical violence against those who carry out scientific research on animals,http://bit.ly/2F7fNuv
52,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_5,Which is acceptable for an APO to do?: Carry out serious crime ,http://bit.ly/2F7fNuv
53,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_6,Which is acceptable for an APO to do?: Organise an ONLINE campaign against people involved in animal research,http://bit.ly/2F7fNuv
54,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_7,Which is acceptable for an APO to do?: Publicise without permission the identity of people carrying out research,http://bit.ly/2F7fNuv
55,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_8,Which is acceptable for an APO to do?: Secretly film the activities in animal research facilities,http://bit.ly/2F7fNuv
56,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_9,Which is acceptable for an APO to do?: Verbally harass people who carry out research on animals,http://bit.ly/2F7fNuv
57,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_10,Which is acceptable for an APO to do?: Write letters to newspapers,http://bit.ly/2F7fNuv
58,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_11,Which is acceptable for an APO to do?: Misrepresent or spin information to support their cause,http://bit.ly/2F7fNuv
59,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_12,Which is acceptable for an APO to do?: None of these,http://bit.ly/2F7fNuv
60,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_13,Which is acceptable for an APO to do?: Don,http://bit.ly/2F7fNuv
61,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_14,Which is acceptable for an APO to do?: Respondent refused,http://bit.ly/2F7fNuv
62,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q6c_15,Which is acceptable for an APO to do?: Respondent said depends on legality,http://bit.ly/2F7fNuv
63,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_1,Sources of balanced information about use of: Universities,http://bit.ly/2F7fNuv
64,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_2,Sources of balanced information about use of: Animal protection organisations,http://bit.ly/2F7fNuv
65,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_3,Sources of balanced information about use of: Organisations that support the use of animals in research,http://bit.ly/2F7fNuv
66,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_4,Sources of balanced information about use of: Businesses which carry out the research with animals,http://bit.ly/2F7fNuv
67,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_5,Sources of balanced information about use of: Businesses which sell products developed from the research,http://bit.ly/2F7fNuv
68,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_6,Sources of balanced information about use of: Politicians ,http://bit.ly/2F7fNuv
69,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_7,Sources of balanced information about use of: Government research institutes,http://bit.ly/2F7fNuv
70,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_8,Sources of balanced information about use of: Non,http://bit.ly/2F7fNuv
71,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_9,Sources of balanced information about use of: Environmental organisations,http://bit.ly/2F7fNuv
72,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_10,Sources of balanced information about use of: The NHS,http://bit.ly/2F7fNuv
73,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_11,Sources of balanced information about use of: People with a knowledge of the subject,http://bit.ly/2F7fNuv
74,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_12,Sources of balanced information about use of: Farming organisations,http://bit.ly/2F7fNuv
75,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_13,Sources of balanced information about use of: Medical research charities,http://bit.ly/2F7fNuv
76,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_14,Sources of balanced information about use of: Patient groups,http://bit.ly/2F7fNuv
77,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_15,Sources of balanced information about use of: The media ,http://bit.ly/2F7fNuv
78,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_16,Sources of balanced information about use of: Would check on line ,http://bit.ly/2F7fNuv
79,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_17,Sources of balanced information about use of: Vets who look after the animals used in research,http://bit.ly/2F7fNuv
80,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_18,Sources of balanced information about use of: Other,http://bit.ly/2F7fNuv
81,1,OLSAnimal1,Public Attitudes towards Animal Research 2016-1,Q7_19,Sources of balanced information about use of: None of these,http://bit.ly/2F7fNuv
