Var_Name,Var_Text
WATCHGOV,HOW IMPORTANT TO KEEP WATCH ON ACTION OF GOVT  
GUNLAW,FAVOR OR OPPOSE GUN PERMITS
HUNT,FISHWENT HUNTING OR FISHING IN LST YR  
VOLMONTH,VOLUNTEER IN LAST MONTH
AGE,DSHOULD AGED LIVE WITH THEIR CHILDREN
ID,RESPONDENT ID NUMBER                                
CNTCTGOV,CONTACTED POLITICIAN OR CIVIL SERVANT TO EXPRESS VIEW
GENDER3,GENDER OF 3RD PERSON
ATTEND,12FREQ OF R'S RELIG SVC ATTENDANCE AT AGE 12
RELATE14,RELATION OF 14TH PERSON (VISITOR) TO HEAD
NEWS,30R USE NEWS SITE IN PAST 30 DAYS
DEGREE,RS HIGHEST DEGREE
GENDER8,GENDER OF 8TH PERSON
MAR11,MARITAL STATUS OF 11TH PERSON (VISITOR)
WRKTIME,R HAS ENOUGH TIME TO GET THE JOB DONE
BORN,WAS R BORN IN THIS COUNTRY
TALKEDTO,TALKED WITH SOMEONE DEPRESSED PAST 12 MONTHS
YEARVAL,TOTAL DOLLAR VALUE OF PAYMENTS IN THAT YEAR
SECONDWK,R HAS JOB OTHER THAN MAIN
MATESEX,WAS 1 OF RS PARTNERS SPOUSE OR REGULAR
GRASS,SHOULD MARIJUANA BE MADE LEGAL
PATRIOT1,PATRIOTIC FEELINGS STRENGTHEN AMERICA'S PLACE IN WORLD
GRASS,YSHOULD MARIJUANA BE LEGAL-VERSION Y
FAIR,EARNHOW FAIR IS WHAT R EARN ON THE JOB
INDPERF,SIZE OF PERF BASED PAY DEPEND ON INDIVIDUAL
RACE,THNAPOINTS ASSIGNED TO NATIVE AMERICAN/AMERICAN INDIAN
RES16,1WHERE SPEND CHILDHOOD UNTIL AGE 16?  
STOCKOPS,R HOLD ANY STOCK OPTIONS OF RS COMPANY
LESSPRD,AGREE OFTEN LESS PROUD OF AMERICA 
FEAR,AFRAID TO WALK AT NIGHT IN NEIGHBORHOOD
MELTPOT1,BETTER TO MAINTAIN DISTINCT CULTURES
NATCITY,ZSOLVING PROBLEMS OF BIG CITIES -- VER Z
RELHH2,RELATIONSHIP OF PERSON 2 TO HEAD OF HOUSEHOLD
AWAY5,IS 5TH PERSON STAYING SOMEWHERE ELSE NOW?
SEX,ORNTSEXUAL ORIENTATION
USETECH,PERCENTAGE OF TIME USE TECH
SPPRES105PLUS,SPOUSE OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
OLD11,AGE OF 11TH PERSON (VISITOR)
RELATE12,RELATION OF 12TH PERSON (VISITOR) TO HEAD
TAX,MIDTAXES ON MIDDLE INCOME PEOPLE TOO HIGH
RELHHD9,RELATION OF 9TH PERSON TO HOUSEHOLD HEAD
WHERE13,WHERE IS 13TH PERSON (VISITOR) STAYING?
PASEI10,INCPERCENTAGE OF $45K+ EARNERS IN PAOCC10 BASED ON ACS 2010
POLESCAP,CITIZEN ATTEMPTING TO ESCAPE CUSTODY
HELPUSA,HOW IMPORTANT TO HELP WORSE OFF PPL IN AMERICA  
ABDEFECT,STRONG CHANCE OF SERIOUS DEFECT
AMCITIZN,AGREE I WOULD RATHER BE A CITIZEN OF AMERICA     
COLSCI,NMNUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN
NATARMS,YNATIONAL DEFENSE -- VERSION Y
CORRUPTN,HOW WIDESPREAD CORRUPTION IS IN PUB SERVICE IN AMERICA
PARCIT,WERE YOUR PARENTS CITIZENS OF AMERICA?   
FAIREARN,HOW FAIR IS WHAT R EARN ON THE JOB
VOEDNME2,POSTSECONDARY INSTITUTION ATTENDED FOR CREDIT
GIVCHRTY,R HAS GIVEN MONEY TO A CHARITY
AMANCSTR,HOW IMPORTANT TO HAVE AMERICAN ANCESTRY 
CHNGTME,HOW OFTEN R ALLOWED CHANGE SCHEDULE
HANDMOVE,R PERFORM FORCEFUL HAND MOVEMENTS
AWAY2,IS 2ND PERSON STAYING SOMEWHERE ELSE NOW?
COOP,RS ATTITUDE TOWARD INTERVIEW
INDUS10,RS INDUSTRY CODE (NAICS 2007)
CLSETOWN,HOW CLOSE DO YOU FEEL TO YOUR TOWN OR CITY  
RELHHD6,RELATION OF 6TH PERSON TO HOUSEHOLD HEAD
SEX,PROMOSEX MAKES YOUR PROMOTION DIFFERENT
AGE,AGE OF RESPONDENT
HRS2,NUMBER OF HOURS USUALLY WORK A WEEK
EXTRAYR,YEAR OF THE MOST RECENT PERF BASED PAYMENTS
INTMED,INTERESTED IN MEDICAL DISCOVERIES
EFTOTLT,TOTAL NUMBER OF STUDENTS ENROLLED IN COLLEGE RESPONDENT ATTENDED
PAPRES105PLUS,FATHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
LAIDOFF,R WAS LAID OFF MAIN JOB LAST YEAR
MOBILE16,GEOGRAPHIC MOBILITY SINCE AGE 16
SIZE,SIZE OF PLACE IN 1000S
FRINGEOK,FRINGE BENEFITS ARE GOOD
COMPUSE,R USE COMPUTER
HIVTEST1,IN WHAT MONTH AND YEAR WAS YOUR LAST HIV TEST
CONLABOR,CONFIDENCE IN ORGANIZED LABOR
CONLEGIS,CONFIDENCE IN CONGRESS
NATSCI,SUPPORTING SCIENTIFIC RESEARCH        
HEALTH,30R USE HEALTH SITE IN PAST 30 DAYS
IF12WHO,WHO WOULD R HAVE VOTED FOR IN 2012 ELECTION
PREMARSX,SEX BEFORE MARRIAGE
STRESS,FLSITUATION CAUSED BY STRESSFUL CIRCUMSTANCES
WHERE4,WHERE IS 4TH PERSON STAYING?
CONCLERG,CONFIDENCE IN ORGANIZED RELIGION
DATEINTV,DATE OF INTERVIEW
VOTE12,DID R VOTE IN 2012 ELECTION
AGE,3AGE OF PERSON #3
BALNEG,SCI RESEARCH IS STRONGLY IN FAVOR OF HARMFUL RESULTS
HELPNOT,SHOULD GOVT DO MORE OR LESS?
ID,ECIDEMY JOB ALLOWS ME MAKE PART DECISIONS
POLACTVE,POL PARTY ENCOURAGE PPL TO BE ACTIVE IN POLITICS IN AM
SPWRKSTA,SPOUSE LABOR FORCE STATUS
ATTEND,HOW OFTEN R ATTENDS RELIGIOUS SERVICES
RACE,THOTPOINTS ASSIGNED TO OTHER
RELHH1,2RELATIONSHIP OF PERSON 12 TO HEAD OF HOUSEHOLD
SOCBAR,SPEND EVENING AT BAR
BACKPAIN,R HAD BACK PAIN IN THE PAST 12 MONTHS
HAPCOHAB,HAPPINESS OF RELT WITH PARTNER
GENDER9,GENDER OF 9TH PERSON
GENDER1,GENDER OF 1ST PERSON
AWAY6,IS 6TH PERSON STAYING SOMEWHERE ELSE NOW?
INTLBLKS,UNINTELLIGENT - INTELLIGENT
OLD1,1AGE OF 11TH PERSON (VISITOR)
FORM,WTWEIGHT DEAL WITH EXPERIMENTAL RANDOMIZATION
AGE,KDBRNR'S AGE WHEN 1ST CHILD BORN
BIBLE,YFEELINGS ABOUT THE BIBLE -- VERSION Z
CRIMLOSE,PEOPLE CONVICTED OF SERIOUS CRIMES LOSE CITIZEN RIGHTS
DENOM,SPECIFIC DENOMINATION
EDUC,1EDUCATION LEVEL OF PERSON #1
FEAR,HOMEDOES R FEEL SAFE AND SECURE AT HOME
MAR13,MARITAL STATUS OF 13TH PERSON (VISITOR)
RACE,2RACE OF PERSON NUMBER 2
CONRINC,RESPONDENT INCOME IN CONSTANT DOLLARS
RACE,4RACE OF PERSON NUMBER 4
CHILDS,NUMBER OF CHILDREN
OLD14,AGE OF 14TH PERSON (VISITOR)
SATJOB,1JOB SATISFACTION IN GENERAL
MAR6,MARITAL STATUS OF 6TH PERSON
HEIGHT,R IS HOW TALL
CLOSEWHT,HOW CLOSE FEEL TO WHITES  
NEXTGEN,SCIENCE & TECH. GIVE MORE OPPORTUNITIES TO NEXT GENERATION
VETYEARS,YEARS IN ARMED FORCES
WWWMIN,WMINUTES PER WEEK USING WORK COMPUTER WWW
INCOME,91TOTAL FAMILY INCOME
DISCAFF,WA WOMAN WON'T GET A JOB OR PROMOTION             
RES16,TYPE OF PLACE LIVED IN WHEN 16 YRS OLD
RELHH3,RELATIONSHIP OF PERSON 3 TO HEAD OF HOUSEHOLD
CLASS,ICLLIKE OR DISLIKE CLASSICAL MUSIC  
NATCITY,YASSISTANCE TO BIG CITIES -- VERSION Y
RANK,RS SELF RANKING OF SOCIAL POSITION
HOMPOP,NUMBER OF PERSONS IN HOUSEHOLD
LNGTHINV,HOW LONG WAS INTERVIEW
SEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN OCC10 BASED ON ACS 2010
CLSESTAT,HOW CLOSE DO YOU FEEL TO YOUR STATE  
TEENS,EXSEX BEFORE MARRIAGE -- TEENS 14-16
AMGOVT,HOW IMPORTANT TO RESPECT AMERICA'S LAWS ETC  
WKCONTCT,HOW OFTEN CONTACTED ABOUT WORK WHEN NOT WORKING
PRAYER,BIBLE PRAYER IN PUBLIC SCHOOLS
AGED,PARSHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
WKSUP,DOES R OR SPOUSE SUPERVISE ANYONE
TRUST,CRTWOULD TRUST THE COURTS                  
GRPSPRTS,"R BELONGS TO A SPORTS, LEISURE, OR CULTURAL GRP  "
CONDOM,USED CONDOM LAST TIME  
RACLIVE,ANY OPP. RACE IN NEIGHBORHOOD
OVERSAMP,WEIGHTS FOR BLACK OVERSAMPLES
UNION,SOKHOW GOOD UNION FOR THE COUNTRY
POLVIEWS,THINK OF SELF AS LIBERAL OR CONSERVATIVE
MOREDAYS,DAYS PER MONTH R WORK EXTRA HOURS
DIRECTNS,R HAS GIVEN DIRECTIONS TO A STRANGER
IMMASSIM,WHAT STATEMENT ABOUT IMMIGRANTS MATCHES VIEW
RELHHD12,RELATION OF 12TH PERSON (VISITOR) TO HEAD
WHERE6,WHERE IS 6TH PERSON STAYING?
BALPOS,SCI RESEARCH IS STRONGLY IN FAVOR OF BENEFITS
HSBIO,R EVER TOOK A HIGH SCHOOL BIOLOGY COURSE
MAR2,MARITAL STATUS OF 2ND PERSON
OLD9,AGE OF 9TH PERSON
AWAY1,1IS 11TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
RETCHNGE,R RETURNED MONEY AFTER GETTING TOO MUCH CHANGE
DISCAFFW,A WOMAN WON'T GET A JOB OR PROMOTION             
NATFARE,ZCARING FOR THE POOR -- VERSION Z
RACDIF2,DIFFERENCES DUE TO INBORN DISABILITY
GOD,LVDIRFEEL GODS LOVE FOR R DIRECTLY
RELPERSN,R CONSIDER SELF A RELIGIOUS PERSON    
INTSCI,INTERESTED IN NEW SCIENTIFIC DISCOVERIES
JOBSECOK,THE JOB SECURITY IS GOOD
NATAID,FOREIGN AID
POLMURDR,CITIZEN QUESTIONED AS MURDER SUSPECT
SELFFRST,PEOPLE NEED NOT OVERLY WORRY ABOUT OTHERS
HELPWRLD,HOW IMPORTANT TO HELP WORSE OFF PPL IN REST OF WORLD  
USEDUP,HOW OFTEN DURING PAST MONTH R FELT USED UP
WKSUP,1DOES R OR SPOUSE OR PARTNER SUPERVISE ANYONE
FEJOBAFF,FOR OR AGAINST PREFERENTIAL HIRING OF WOMEN      
CSHUTYP10,"DURING APRIL-JUNE 2010, WAS R RESIDENT IN HOUSEHOLD OR INSTITUTION"
OLD8,AGE OF 8TH PERSON
SPFUND,HOW FUNDAMENTALIST IS SPOUSE CURRENTLY
WWWHR,HHOURS PER WEEK USE COMPUTER WWW
XMARSEX,1IS EXTRAMARITAL SEX WRONG?
AWAY14,IS 14TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
INTSPACE,INTERESTED IN SPACE EXPLORATION
RELSP13,RELATIONSHIP OF PERSON 13 TO SPOUSE OF HOUSEHO
SPSECTOR,TYPE OF COLLEGE SPOUSE ATTENDED
PARTNERS,HOW MANY SEX PARTNERS R HAD IN LAST YEAR
SEX,5SEX OF PERSON NUMBER 5
SPHRS2,NO. OF HRS SPOUSE USUALLY WORKS A WEEK
SPDEN,16DENOMINATION IN WHICH SPOUSE RAISED
RELATSEX,RELATION TO LAST SEX PARTNER
ID,OLSCATHOLICS ARE IDOLS
OWNGUN,HAVE GUN IN HOME
EMPTRAIN,RECEIVED FORMAL TRAINING FROM EMPLOYER
UNION,1DOES R OR SPOUSE OR PARTNER BELONG TO UNION
MAISCO88,"R'S MOTHER'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
OBEY,TO OBEY
DWELOWN,DOES R OWN OR RENT HOME?
NATEDUC,ZIMPROVING THE EDUCATION SYSTEM -- VER Z
FAMVSWK,HOW OFTEN FAM LIFE INTERFERE JOB
WKFREEDM,A LOT OF FREEDOM TO DECIDE HOW TO DO JOB
NATHEAL,ZIMPROVING HEALTH -- VERSION Z
EDUC,5EDUCATION LEVEL OF PERSON #5
BARATE,RATE OF BA DEGREE EARNING IN COLLEGE RESPONDENT ATTENDED
BEFAIR,HOW OFTEN DO YOU THINK PEOPLE TAKE ADVANTAGE  
CLOSEBLK,HOW CLOSE FEEL TO BLACKS  
RELIG,30R USE RELIGION SITE IN PAST 30 DAYS
FAMGEN,NUMBER OF FAMILY GENERATIONS IN HOUSEHOLD
BOYORGRL,SCI KNOWLEDGE: FATHER GENE DECIDES SEX OF BABY
LIBMSLM,ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN'S BOOKS IN LIBRARY
LIFE,IS LIFE EXCITING OR DULL
OVERWORK,R HAS TOO MUCH WORK TO DO WELL
WKSUP,SDOES SUBORDINATE SUPERVISE ANYONE
GOD,LOVEFEEL GODS LOVE DIRECTLY OR THRU OTHERS        
TAX,SPENDCHOICE BETWEEN REDUCING TAXES OR SPENDING MORE          
PRAY,FREQHOW OFTEN DOES R PRAY
SPKLANG,HOW WELL DOES R SPEAK OTHER LANGUAGE
OTHER,4PERSON #4 IS OTHER TYPE OF ACQUAINTANCE
WORDA,WORD A
AGE,4AGE OF PERSON #4
UNRELAT,NUMBER IN HOUSEHOLD NOT RELATED
MASEI10,INCPERCENTAGE OF $45K+ EARNERS IN MAOCC10 BASED ON ACS 2010
AMBETTER,AGREE AMERICA IS A BETTER COUNTRY  
INCOME,82TOTAL FAMILY INCOME
PROUDSPT,HOW PROUD ITS ACHIEVEMENTS IN SPORTS             
POLNEWS,HOW OFTEN USE MEDIA TO GET POLITICAL NEWS
UNEMP,EVER UNEMPLOYED IN LAST TEN YRS
OLD1,2AGE OF 12TH PERSON (VISITOR)
WHERE2,WHERE IS 2ND PERSON STAYING?
WHERE14,WHERE IS 14TH PERSON (VISITOR) STAYING?
WRKGOVT,GOVT OR PRIVATE EMPLOYEE
RACE,5RACE OF PERSON NUMBER 5
SPPRES10,5PLUSSPOUSE OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
FAIR,JEWSJEWS COMMITTED TO FAIR AND EQUAL TREATMENT OF A
GENDER2,GENDER OF 2ND PERSON
CHOICES,POLITICAL PARTIES DON'T GIVE REAL POLICY CHOICES  
RELHHD5,RELATION OF 5TH PERSON TO HOUSEHOLD HEAD
SPOTHER,OTHER PROTESTANT DENOMINATIONS
RELHHD1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
HEFINFO,NUMBER OF HEF INFORMANT
MAOCC10,MOTHERS CENSUS OCCUPATION CODE (2010)
ABRAPE,PREGNANT AS RESULT OF RAPE
FEPOL,YMEN OR WOMEN BETTER SUITED FOR POLITICS
INTERPOL,JOINED AN INTERNET POLITICAL FORUM  
SPKLANG,2WHAT LANGUAGE(S) DO YOU SPEAK WELL?             
WHERE3,WHERE IS 3RD PERSON STAYING?
STRESS,HOW OFTEN DOES R FIND WORK STRESSFUL
PADEG,FATHERS HIGHEST DEGREE
POLOPTS,HOW IMPORTANT: PPL GIVEN CHANCE TO PARTICIPATE IN DECSNS
INTECON,INTERESTED IN ECONOMIC ISSUES
WHERE11,WHERE IS 11TH PERSON (VISITOR) STAYING?
LEFTRGHT,HOW LEFT OR RIGHT IN POLITICS
WRKSLF,STR 1ST JOB: SELF-EMPLOYED OR NO?
MAR1,4MARITAL STATUS OF 14TH PERSON (VISITOR)
AGEKDBRN,R'S AGE WHEN 1ST CHILD BORN
INCOME,72TOTAL FAMILY INCOME
MARBLK,CLOSE RELATIVE MARRY BLACK
RELACTIV,1HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES
HEALTH1,2R USE WEB FOR HEALTH INFORMATION IN PAST 12 MON
YEAR,LYWHAT IS YOUR YEARLY WAGE BEFORE TAX           
SATJOB,7JOB SATISFACTION IN GENERAL
NATRACEY,ASSISTANCE TO BLACKS -- VERSION Y
OCC10,RS CENSUS OCCUPATION CODE (2010)
AWAY12,IS 12TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
PASEI10INC,PERCENTAGE OF $45K+ EARNERS IN PAOCC10 BASED ON ACS 2010
TALKSPVS,COMFORTABLE TALKING WITH SUPERVISOR ABOUT PERSONAL
VOEDNME1,POSTSECONDARY INSTITUTION ATTENDED FOR CREDIT
SPANINT,"IF NO SPANISH, R COULD HAVE BEEN INTERVIEWED IN ENGLISH"
RELIG,16RELIGION IN WHICH RAISED
AGE,WEDCRRS AGE AT CURRENT MARRIAGE
VSTRAT,VARIANCE STRATUM
SEX,2SEX OF PERSON NUMBER 2
SPHRS1,NUMBER OF HRS SPOUSE WORKED LAST WEEK
NEWS,12PAST 12 MONTHS R WEB TO LEARN NEWS
LIBATH,ALLOW ANTI-RELIGIOUS BOOK IN LIBRARY
INCOME,98TOTAL FAMILY INCOME
INCOM16,RS FAMILY INCOME WHEN 16 YRS OLD
MODE,INTERVIEW DONE IN-PERSON OR OVER THE PHONE
HUNT,1DOES R OR SPOUSE OR PARTNER HUNT
AWAY9,IS 9TH PERSON STAYING SOMEWHERE ELSE NOW?
EFFCTSUP,SUPERVISOR EFFECTIVE SOLVE WORK/PERSONAL CONFLICTS
PROUDART,HOW PROUD ITS ACHIEVEMENTS IN THE ARTS & LIT.    
RELSP10,RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
SUPRVSJB,DOES R SUPERVISE OTHERS AT WORK
TAX,RS FEDERAL INCOME TAX
ABPOOR,1LAW SHOULD ALLOW ABORTION IF FAMILY LOW INCOME
CONPRESS,CONFIDENCE IN PRESS
WEBMOB,R USES HOME INTERNET THROUGH MOBILE DEVICE
KNOWWHAT,R KNOWS WHAT'S EXPECTED ON JOB
RELHHD1,0RELATION OF 1OTH PERSON TO HOUSEHOLD HEAD
STRESS,12STRESS MANAGEMENT PROGRAM LAST 12 MONTHS
UNION,DOES R OR SPOUSE BELONG TO UNION
AMFEEL,HOW IMPORTANT TO FEEL AMERICAN  
SEI10INC,PERCENTAGE OF $45K+ EARNERS IN OCC10 BASED ON ACS 2010
MAJOR1,COLLEGE MAJOR 1
ABHLTH,WOMAN'S HEALTH SERIOUSLY ENDANGERED
HHTYPE1,HOUSEHOLD TYPE (CONDENSED)
