Var_Name,Var_Text
RPLACE,R'S RELATIONSHIP TO HOUSEHOLD HEAD
SPKLANG,1WHAT LANGUAGE(S) DO YOU SPEAK WELL?             
VOEDNCOL,NON-COLLEGE POSTSECONDARY EDUCATION (VOEDNME2)
NATCRIMY,LAW ENFORCEMENT -- VERSION Y
ODDS2,TEST OF KNOWLEDGE ABOUT PROBABLITY2
WHERE1,2WHERE IS 12TH PERSON (VISITOR) STAYING?
WKNDACT,WHO DECIDES WEEKEND ACTIVITIES
WORDF,WORD F
MAR12,MARITAL STATUS OF 12TH PERSON (VISITOR)
AWAY1,0IS 10TH PERSON STAYING SOMEWHERE ELSE NOW?
SCIENTMO,SCIENTISTS EARN LESS
SCIENTOD,SCIENTISTS ODD AND PECULIAR
PAIDLVPY,WHO PAYS FOR LEAVE
RELIG,RS RELIGIOUS PREFERENCE
SPKATH,ALLOW ANTI-RELIGIONIST TO SPEAK
SCINEWS1,NEWSPAPER PRINTED OR ONLINE
LENTTO,LENT MONEY TO ANOTHER PERSON PAST 12 MONTHS
DIFSTAND,SOME PPL HOLD STANDARD IN WORKPLACE THAT OTHERS DON™T
OLD7,AGE OF 7TH PERSON
PAJWOTH,R'S DAD WAS JEWISH WHEN R WAS GROWING UP
NATARMS,"MILITARY, ARMAMENTS, AND DEFENSE"
CAREPROV,WHO SHOULD PROVIDE CHILDCARE FOR UNDER SCHOOL AGE CHILD
GENDER1,4GENDER OF 14TH PERSON (VISITOR)
EDUC,30R USE EDUCATION SITE IN PAST 30 DAYS
BIGBANG,2UNIVERSE EXPANDING SINCE IT BEGAN: TRUE OR FALSE
FAMVSWK1,HOW OFTEN DIFFICULT TO CONC AT WORK BECAUSE FAMILY RESP
OLD1,0AGE OF 1OTH PERSON
RINCOME,RESPONDENTS INCOME
HOTCORE,SCI KNOWLEDGE: THE CENTER OF EARTH IS VERY HOT
TAX,SHARESHOULD RICH PAY BIGGER SHARE OF TAXES?
WORDJ,WORD J
DIVORCE,EVER BEEN DIVORCED OR SEPARATED
VOLACTY2,DONE OTHER TYPES OF VOLUNTEERING FOR CHILD'S SCHOOL OR YOUTH ORG
RELSP4,RELATIONSHIP OF PERSON 4 TO SPOUSE OF HOUSEHOL
PISTOL,PISTOL OR REVOLVER IN HOME
SPOCCINDV,SPOUSE'S OCC/IND VERBATIM RETRIEVED
SPOCC10,SPOUSE CENSUS OCCUPATION CODE (2010)
INTID,INTERVIEWER ID
RACE,CEN1WHAT IS RS RACE 1ST MENTION
TEENSEX,SEX BEFORE MARRIAGE -- TEENS 14-16
JOBINC,HIGH INCOME
WKYNGSCL,DID R WORK OUTSIDE HOME AFTER CHILD STARTED SCHOOL
GIVBLOOD,R DONATED BLOOD DURING THE PAST 12 MONTHS
ATTEND,MAFREQ OF R'S MOM'S RELIG SVC ATTENDANCE
GUNLAW,FAVOR OR OPPOSE GUN PERMITS
HUNT,FISHWENT HUNTING OR FISHING IN LST YR  
POLEFF13,HAVE A PRETTY GOOD UNDERSTANDING OF ISSUES              
ID,RESPONDENT ID NUMBER                                
AGE,DSHOULD AGED LIVE WITH THEIR CHILDREN
GENDER3,GENDER OF 3RD PERSON
VOLMONTH,VOLUNTEER IN LAST MONTH
ATTEND,12FREQ OF R'S RELIG SVC ATTENDANCE AT AGE 12
SCIENTDO,KNOW WHAT SCIENTISTS DO
RELATE14,RELATION OF 14TH PERSON (VISITOR) TO HEAD
ENGNRSCI,HOW SCIENTIFIC: ENGINEERING
DEGREE,RS HIGHEST DEGREE
NEWS,30R USE NEWS SITE IN PAST 30 DAYS
GENDER8,GENDER OF 8TH PERSON
MAR11,MARITAL STATUS OF 11TH PERSON (VISITOR)
BORN,WAS R BORN IN THIS COUNTRY
SCIENTRE,SCIENTISTS NOT RELIGIOUS
TALKEDTO,TALKED WITH SOMEONE DEPRESSED PAST 12 MONTHS
MATESEX,WAS 1 OF RS PARTNERS SPOUSE OR REGULAR
GRASS,SHOULD MARIJUANA BE MADE LEGAL
GRASS,YSHOULD MARIJUANA BE LEGAL-VERSION Y
FAIR,EARNHOW FAIR IS WHAT R EARN ON THE JOB
RACE,THNAPOINTS ASSIGNED TO NATIVE AMERICAN/AMERICAN INDIAN
RES16,1WHERE SPEND CHILDHOOD UNTIL AGE 16?  
ARCHITCT,HOW SCIENTIFIC IS ARCHITECTURE
FEAR,AFRAID TO WALK AT NIGHT IN NEIGHBORHOOD
SEX,ORNTSEXUAL ORIENTATION
ENGFUN,ENGINEERS DON™T HAVE FUN
HISTSCI,HOW SCIENTIFIC: HISTORY
AWAY5,IS 5TH PERSON STAYING SOMEWHERE ELSE NOW?
NATCITY,ZSOLVING PROBLEMS OF BIG CITIES -- VER Z
RELHH2,RELATIONSHIP OF PERSON 2 TO HEAD OF HOUSEHOLD
SPPRES105PLUS,SPOUSE OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
OLD11,AGE OF 11TH PERSON (VISITOR)
RELATE12,RELATION OF 12TH PERSON (VISITOR) TO HEAD
SEXSEX18,"SINCE AGE 18, HAVE YOUR SEX PARTNERS BEEN–"
SLSMNSHP,HOW SCIENTIFIC IS SALESMANSHIP
RELHHD9,RELATION OF 9TH PERSON TO HOUSEHOLD HEAD
ENGBRNG,BEING ENGINEER BORING
TAX,MIDTAXES ON MIDDLE INCOME PEOPLE TOO HIGH
PASEI10,INCPERCENTAGE OF $45K+ EARNERS IN PAOCC10 BASED ON ACS 2010
MAJWOTH,R'S MOM WAS JEWISH WHEN R WAS GROWING UP
POLESCAP,CITIZEN ATTEMPTING TO ESCAPE CUSTODY
ABDEFECT,STRONG CHANCE OF SERIOUS DEFECT
COLSCI,NMNUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN
NATARMS,YNATIONAL DEFENSE -- VERSION Y
VOEDNME2,POSTSECONDARY INSTITUTION ATTENDED FOR CREDIT
SCIENTBR,BEING A SCIENTIST BORING
GIVCHRTY,R HAS GIVEN MONEY TO A CHARITY
AWAY2,IS 2ND PERSON STAYING SOMEWHERE ELSE NOW?
COOP,RS ATTITUDE TOWARD INTERVIEW
INDUS10,RS INDUSTRY CODE (NAICS 2007)
PAINDSTATUS,PAIND10 CODING STATUS
RELHHD6,RELATION OF 6TH PERSON TO HOUSEHOLD HEAD
SEX,PROMOSEX MAKES YOUR PROMOTION DIFFERENT
AGE,AGE OF RESPONDENT
HRS2,NUMBER OF HOURS USUALLY WORK A WEEK
INTMED,INTERESTED IN MEDICAL DISCOVERIES
EFTOTLT,TOTAL NUMBER OF STUDENTS ENROLLED IN COLLEGE RESPONDENT ATTENDED
PAPRES105PLUS,FATHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
MOBILE16,GEOGRAPHIC MOBILITY SINCE AGE 16
PHYSCSCI,HOW SCIENTIFIC: PHYSICS
POLEFY3,AVG CITIZEN INFLUENCE ON POLITICS
SIZE,SIZE OF PLACE IN 1000S
COMPUSE,R USE COMPUTER
HIVTEST1,IN WHAT MONTH AND YEAR WAS YOUR LAST HIV TEST
CONLABOR,CONFIDENCE IN ORGANIZED LABOR
CONLEGIS,CONFIDENCE IN CONGRESS
NATSCI,SUPPORTING SCIENTIFIC RESEARCH        
HEALTH,30R USE HEALTH SITE IN PAST 30 DAYS
PREMARSX,SEX BEFORE MARRIAGE
TWOINCS1,BOTH MEN AND WOMEN SHOULD CONTRIBUTE TO INCOME
MAOCCSTATUS,MAOCC10 CODING STATUS
WHERE4,WHERE IS 4TH PERSON STAYING?
CONCLERG,CONFIDENCE IN ORGANIZED RELIGION
DATEINTV,DATE OF INTERVIEW
AGE,3AGE OF PERSON #3
ID,ECIDEMY JOB ALLOWS ME MAKE PART DECISIONS
BALNEG,SCI RESEARCH IS STRONGLY IN FAVOR OF HARMFUL RESULTS
COHABOK,LIVING TOGETHER AS AN ACCEPTABLE OPTION
HELPNOT,SHOULD GOVT DO MORE OR LESS?
SPWRKSTA,SPOUSE LABOR FORCE STATUS
ATTEND,HOW OFTEN R ATTENDS RELIGIOUS SERVICES
RACE,THOTPOINTS ASSIGNED TO OTHER
RELHH1,2RELATIONSHIP OF PERSON 12 TO HEAD OF HOUSEHOLD
ELDERSUP,ADULT CHILDREN ARE IMP TO HELP ELDERLY PARENTS
SOCBAR,SPEND EVENING AT BAR
HAPCOHAB,HAPPINESS OF RELT WITH PARTNER
GENDER9,GENDER OF 9TH PERSON
GENDER1,GENDER OF 1ST PERSON
WKKIDSCL,DID R WORK OUTSIDE HOME WITH CHILD UNDER SCHOOL AGE
AWAY6,IS 6TH PERSON STAYING SOMEWHERE ELSE NOW?
INTLBLKS,UNINTELLIGENT - INTELLIGENT
MEDSCI,HOW SCIENTIFIC: MEDICINE
OLD1,1AGE OF 11TH PERSON (VISITOR)
AGE,KDBRNR'S AGE WHEN 1ST CHILD BORN
BIBLE,YFEELINGS ABOUT THE BIBLE -- VERSION Z
MAR13,MARITAL STATUS OF 13TH PERSON (VISITOR)
DENOM,SPECIFIC DENOMINATION
EDUC,1EDUCATION LEVEL OF PERSON #1
FEAR,HOMEDOES R FEEL SAFE AND SECURE AT HOME
FORM,WTWEIGHT DEAL WITH EXPERIMENTAL RANDOMIZATION
LOOKAWAY,PPL LOOK THE OTHER WAY WHEN OTHERS ARE THREATENED
RACE,2RACE OF PERSON NUMBER 2
CONRINC,RESPONDENT INCOME IN CONSTANT DOLLARS
RACE,4RACE OF PERSON NUMBER 4
SYNMEM,"R BELONGS TO A SYNAGOGUE, TEMPLE, MINYAN, OR HIGH HOLIDAY CONGREGATION"
CHILDS,NUMBER OF CHILDREN
OCCSTATUS,OCC10 CODING STATUS
OLD14,AGE OF 14TH PERSON (VISITOR)
SATJOB,1JOB SATISFACTION IN GENERAL
BIGBANG1,UNIVERSE BEGAN WITH A BIG EXPLOSION: TRUE OR FALSE
MAR6,MARITAL STATUS OF 6TH PERSON
NEXTGEN,SCIENCE & TECH. GIVE MORE OPPORTUNITIES TO NEXT GENERATION
CLOSEWHT,HOW CLOSE FEEL TO WHITES  
POLEFY17,HOW MANY GOVT ADMINS CAN BE TRUSTED TO DO WHAT'S BEST
VETYEARS,YEARS IN ARMED FORCES
WWWMIN,WMINUTES PER WEEK USING WORK COMPUTER WWW
INCOME,91TOTAL FAMILY INCOME
DISCAFF,WA WOMAN WON'T GET A JOB OR PROMOTION             
RES16,TYPE OF PLACE LIVED IN WHEN 16 YRS OLD
RELHH3,RELATIONSHIP OF PERSON 3 TO HEAD OF HOUSEHOLD
CLASS,ICLLIKE OR DISLIKE CLASSICAL MUSIC  
NATCITY,YASSISTANCE TO BIG CITIES -- VERSION Y
RANK,RS SELF RANKING OF SOCIAL POSITION
HOMPOP,NUMBER OF PERSONS IN HOUSEHOLD
LNGTHINV,HOW LONG WAS INTERVIEW
SEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN OCC10 BASED ON ACS 2010
TEENS,EXSEX BEFORE MARRIAGE -- TEENS 14-16
POLEFY13,UNDERSTAND ISSUES FACING COUNTRY
PRAYER,BIBLE PRAYER IN PUBLIC SCHOOLS
BIOSCI,HOW SCIENTIFIC: BIOLOGY
AGED,PARSHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
DIVBEST,DIVORCE AS BEST SOLUTION TO MARITAL PROBLEMS
WKSUP,DOES R OR SPOUSE SUPERVISE ANYONE
RES2008,WAS R LIVING IN USA DURING APRIL-JUNE 2008
TRUST,CRTWOULD TRUST THE COURTS                  
CONDOM,USED CONDOM LAST TIME  
NUMCONG,NUMBER OF MEMBERS OF THE CONGREGATION         
RACLIVE,ANY OPP. RACE IN NEIGHBORHOOD
OVERSAMP,WEIGHTS FOR BLACK OVERSAMPLES
UNION,SOKHOW GOOD UNION FOR THE COUNTRY
POLVIEWS,THINK OF SELF AS LIBERAL OR CONSERVATIVE
WHERE6,WHERE IS 6TH PERSON STAYING?
DIRECTNS,R HAS GIVEN DIRECTIONS TO A STRANGER
RELHHD12,RELATION OF 12TH PERSON (VISITOR) TO HEAD
XNORCSIZ,EXPANDED NORC. SIZE CODE
BALPOS,SCI RESEARCH IS STRONGLY IN FAVOR OF BENEFITS
HSBIO,R EVER TOOK A HIGH SCHOOL BIOLOGY COURSE
MAR2,MARITAL STATUS OF 2ND PERSON
OLD9,AGE OF 9TH PERSON
AWAY1,1IS 11TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
RETCHNGE,R RETURNED MONEY AFTER GETTING TOO MUCH CHANGE
DISCAFFW,A WOMAN WON'T GET A JOB OR PROMOTION             
VISNHIST,HOW OFTEN R VISITED NATURAL HISTORY MUSEUM LAST YEAR
NATFARE,ZCARING FOR THE POOR -- VERSION Z
RACDIF2,DIFFERENCES DUE TO INBORN DISABILITY
GOD,LVDIRFEEL GODS LOVE FOR R DIRECTLY
EARNSHH,HUBBY OR WIFE EARNS MORE DOLLARS
INTSCI,INTERESTED IN NEW SCIENTIFIC DISCOVERIES
JOBSECOK,THE JOB SECURITY IS GOOD
NATAID,FOREIGN AID
RELPERSN,R CONSIDER SELF A RELIGIOUS PERSON    
POLMURDR,CITIZEN QUESTIONED AS MURDER SUSPECT
WHENCOL,WHEN RECEIVED COLLEGE DEGREE
SELFFRST,PEOPLE NEED NOT OVERLY WORRY ABOUT OTHERS
WKSUP,1DOES R OR SPOUSE OR PARTNER SUPERVISE ANYONE
SCIENTAL,SCIENTISTS USUALLY WORK ALONE
CSHUTYP10,"DURING APRIL-JUNE 2010, WAS R RESIDENT IN HOUSEHOLD OR INSTITUTION"
FEJOBAFF,FOR OR AGAINST PREFERENTIAL HIRING OF WOMEN      
OLD8,AGE OF 8TH PERSON
SPFUND,HOW FUNDAMENTALIST IS SPOUSE CURRENTLY
WWWHR,HHOURS PER WEEK USE COMPUTER WWW
XMARSEX,1IS EXTRAMARITAL SEX WRONG?
KD1JWOTH,R'S CHILD 1 CONSIDERED JEWISH
INTSPACE,INTERESTED IN SPACE EXPLORATION
RELSP13,RELATIONSHIP OF PERSON 13 TO SPOUSE OF HOUSEHO
SCIENTFU,SCIENTISTS DON™T HAVE FUN
SPSECTOR,TYPE OF COLLEGE SPOUSE ATTENDED
PARTNERS,HOW MANY SEX PARTNERS R HAD IN LAST YEAR
SEX,5SEX OF PERSON NUMBER 5
NUMKIDS,WHAT IS IDEAL NUMBER OF KIDS FOR FAMILY
SPHRS2,NO. OF HRS SPOUSE USUALLY WORKS A WEEK
SPDEN,16DENOMINATION IN WHICH SPOUSE RAISED
RELATSEX,RELATION TO LAST SEX PARTNER
ID,OLSCATHOLICS ARE IDOLS
OWNGUN,HAVE GUN IN HOME
UNION,1DOES R OR SPOUSE OR PARTNER BELONG TO UNION
MAISCO88,"R'S MOTHER'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
OBEY,TO OBEY
DWELOWN,DOES R OWN OR RENT HOME?
NATEDUC,ZIMPROVING THE EDUCATION SYSTEM -- VER Z
NATHEAL,ZIMPROVING HEALTH -- VERSION Z
EDUC,5EDUCATION LEVEL OF PERSON #5
BARATE,RATE OF BA DEGREE EARNING IN COLLEGE RESPONDENT ATTENDED
RELIG,30R USE RELIGION SITE IN PAST 30 DAYS
CLOSEBLK,HOW CLOSE FEEL TO BLACKS  
FAMGEN,NUMBER OF FAMILY GENERATIONS IN HOUSEHOLD
BOYORGRL,SCI KNOWLEDGE: FATHER GENE DECIDES SEX OF BABY
LIBMSLM,ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN'S BOOKS IN LIBRARY
LIFE,IS LIFE EXCITING OR DULL
WKSUP,SDOES SUBORDINATE SUPERVISE ANYONE
GOD,LOVEFEEL GODS LOVE DIRECTLY OR THRU OTHERS        
TAX,SPENDCHOICE BETWEEN REDUCING TAXES OR SPENDING MORE          
PRAY,FREQHOW OFTEN DOES R PRAY
SPKLANG,HOW WELL DOES R SPEAK OTHER LANGUAGE
OTHER,4PERSON #4 IS OTHER TYPE OF ACQUAINTANCE
WORDA,WORD A
AGE,4AGE OF PERSON #4
UNRELAT,NUMBER IN HOUSEHOLD NOT RELATED
MASEI10,INCPERCENTAGE OF $45K+ EARNERS IN MAOCC10 BASED ON ACS 2010
INCOME,82TOTAL FAMILY INCOME
UNEMP,EVER UNEMPLOYED IN LAST TEN YRS
WHERE2,WHERE IS 2ND PERSON STAYING?
WRKGOVT,GOVT OR PRIVATE EMPLOYEE
OLD1,2AGE OF 12TH PERSON (VISITOR)
RACE,5RACE OF PERSON NUMBER 5
SPPRES10,5PLUSSPOUSE OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
FAIR,JEWSJEWS COMMITTED TO FAIR AND EQUAL TREATMENT OF A
GENDER2,GENDER OF 2ND PERSON
SPOTHER,OTHER PROTESTANT DENOMINATIONS
RELHHD5,RELATION OF 5TH PERSON TO HOUSEHOLD HEAD
RELHHD1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
HEFINFO,NUMBER OF HEF INFORMANT
MAOCC10,MOTHERS CENSUS OCCUPATION CODE (2010)
ABRAPE,PREGNANT AS RESULT OF RAPE
CONVICTD,CONVICTED OF CRIME EVER
FEPOL,YMEN OR WOMEN BETTER SUITED FOR POLITICS
SPKLANG,2WHAT LANGUAGE(S) DO YOU SPEAK WELL?             
WHERE3,WHERE IS 3RD PERSON STAYING?
PADEG,FATHERS HIGHEST DEGREE
INTECON,INTERESTED IN ECONOMIC ISSUES
WHERE11,WHERE IS 11TH PERSON (VISITOR) STAYING?
WRKSLF,STR 1ST JOB: SELF-EMPLOYED OR NO?
MAR1,4MARITAL STATUS OF 14TH PERSON (VISITOR)
AGEKDBRN,R'S AGE WHEN 1ST CHILD BORN
INCOME,72TOTAL FAMILY INCOME
MARBLK,CLOSE RELATIVE MARRY BLACK
RELACTIV,1HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES
HEALTH1,2R USE WEB FOR HEALTH INFORMATION IN PAST 12 MON
YEAR,LYWHAT IS YOUR YEARLY WAGE BEFORE TAX           
SATJOB,7JOB SATISFACTION IN GENERAL
WRKSCH,SHLD WOMAN WORK AFTER YOUNGEST IN SCHOOL?
NATRACEY,ASSISTANCE TO BLACKS -- VERSION Y
OCC10,RS CENSUS OCCUPATION CODE (2010)
AWAY12,IS 12TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
PASEI10INC,PERCENTAGE OF $45K+ EARNERS IN PAOCC10 BASED ON ACS 2010
VOEDNME1,POSTSECONDARY INSTITUTION ATTENDED FOR CREDIT
SPANINT,"IF NO SPANISH, R COULD HAVE BEEN INTERVIEWED IN ENGLISH"
SPOCCTAG,SPOCC10 CODING TAG
RELIG,16RELIGION IN WHICH RAISED
AGE,WEDCRRS AGE AT CURRENT MARRIAGE
VSTRAT,VARIANCE STRATUM
SEX,2SEX OF PERSON NUMBER 2
SPHRS1,NUMBER OF HRS SPOUSE WORKED LAST WEEK
NEWS,12PAST 12 MONTHS R WEB TO LEARN NEWS
LIBATH,ALLOW ANTI-RELIGIOUS BOOK IN LIBRARY
INCOME,98TOTAL FAMILY INCOME
INCOM16,RS FAMILY INCOME WHEN 16 YRS OLD
MODE,INTERVIEW DONE IN-PERSON OR OVER THE PHONE
HUNT,1DOES R OR SPOUSE OR PARTNER HUNT
RELSP10,RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
WEBMOB,R USES HOME INTERNET THROUGH MOBILE DEVICE
TAX,RS FEDERAL INCOME TAX
ABPOOR,1LAW SHOULD ALLOW ABORTION IF FAMILY LOW INCOME
CONPRESS,CONFIDENCE IN PRESS
RELHHD1,0RELATION OF 1OTH PERSON TO HOUSEHOLD HEAD
UNION,DOES R OR SPOUSE BELONG TO UNION
SEI10INC,PERCENTAGE OF $45K+ EARNERS IN OCC10 BASED ON ACS 2010
MAJOR1,COLLEGE MAJOR 1
ABHLTH,WOMAN'S HEALTH SERIOUSLY ENDANGERED
HHTYPE1,HOUSEHOLD TYPE (CONDENSED)
RIFLE,S50SHOULD HIGH POWER RIFLE SALE BE LIMITED TO MILITARY
SSMCHILD,SAME SEX MALE COUPLE RAISE CHILD AS WELL AS MALE-FEMALE COUPLE
RUMORWK,RUMORS OR GOSSIP ABOUT R AT WORK
NATARMSY,NATIONAL DEFENSE -- VERSION Y
ISCO88,"RESPONDENT'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
HIVTEST,1IN WHAT MONTH AND YEAR WAS YOUR LAST HIV TEST
GENDER10,GENDER OF 10TH PERSON
HOUSEWRK,BEING HOUSEWIFE AS FULFILLING AS PAID WORK
SIBS,NUMBER OF BROTHERS AND SISTERS
HOMOSEX,HOMOSEXUAL SEX RELATIONS
INTRACE2,INTERVIEWER S RACE2
CONBUS,YMAJOR COMPANIES -- VERSION Z
MNTLHLTH,DAYS OF POOR MENTAL HEALTH PAST 30 DAYS
RELSP9,RELATIONSHIP OF PERSON 9 TO SPOUSE OF HOUSEHOL
SPKLANG,3WHAT LANGUAGE(S) DO YOU SPEAK WELL?             
SPJOTH16,R'S SPOUSE RAISED JEWISH
POPESPKS,POPE IS INFALLIBLE ON MATTERS OF FAITH OR MORALS
RELIG,3RELIGIOUS PREFERENCE OF PERSON #3
WHERE1,1WHERE IS 11TH PERSON (VISITOR) STAYING?
