Var_Name,Var_Text
Q28,"Which of these statements comes closest to your point of view, even if neither is exactly right? [READ IN ORDER] 1 One, The growing world population will NOT be a major problem because we will find a way to stretch our natural resources OR 2 Two, The growing population WILL be a major problem because there won’t be enough food and resources to go around? 9 Don't know/Refused (VOL.) c. "
Q29,"Do you think the SPACE STATION has been a good investment for this country, or don’t you think so?"
Q30,"The cost of sending human astronauts to space is considerably greater than the cost of using robotic machines for space exploration. As you think about the future of the U.S. space program, do you think it is essential or not essential to include the use of human astronauts in space?"
Q32,"From what you’ve heard or read, would you say that [READ AND RANDOMIZE 1-2] 1 Scientists generally believe that the universe was created in a single, violent event, often called “the Big Bang” OR 2 Scientists are divided in their views about how the universe was created 3 Both/Neither (VOL.) 9 Don’t know/Refused (VOL.)"
Q33,[RANDOMIZE ORDER OF Q33 AND Q34] 1 Appropriate use of medical advances 2 Taking medical advances too far
Q33,Would you say that changing a baby's genetic characteristics to make the baby more intelligent is making appropriate use of medical advances OR is it taking medical advances too far?
Q34,Would you say that changing a baby's genetic characteristics to reduce the risk of serious diseases is making appropriate use of medical advances OR is it taking medical advances too far?
Q35,Do you think it is generally safe or unsafe to eat foods grown with pesticides?
Q37,"When you are food shopping, how often, if ever, do you LOOK TO SEE if the products are genetically modified? [READ] 1 Always 2 Sometimes 3 Not too often, OR 4 Never 5 Someone else in HH does the food shopping (VOL.)"
Q38,Do you think it is generally safe or unsafe to eat genetically modified foods?
Q39,"From what you’ve heard or read, would you say scientists have a clear understanding of the health effects of genetically modified crops OR are scientists NOT clear about this?"
Q40,"Which of these statements best describes your views, even if neither is exactly right? 1 Churches and other houses of worship should express their views about policy decisions on scientific issues 2 Churches and other houses of worship should keep out of policy decisions on scientific issues 3 Neither/Both [VOL. DO NOT READ] 9 Don't know/Refused (VOL.)"
Q41,Just your impression: Do you think of scientists as...[RANDOMIZE ORDER OF:] a politically liberal group/a politically conservative group [THEN] or as neither in particular? 1 A politically liberal group 2 A politically conservative group 3 Neither in particular 9 Don't know/Refused (VOL.)
KNOSCT14,[RANDOMIZE KNOSCT14 THROUGH KNOSCT19]
KNOSCT14, 	Which of these is a major concern about the overuse of antibiotics? [READ AND 
KNOSCT15,	Is the following statement true or false? Lasers work by focusing sound waves. [IF NECESSARY: Is this statement true or false?] 
KNOSCT16,	Does nanotechnology deal with things that are extremely [READ AND RANDOMIZE] 
KNOSCT17,	Which is an example of a chemical reaction? [READ AND RANDOMIZE] 
KNOSCT18,	What is the main function of red blood cells? Is it... [READ AND RANDOMIZE]
KNOSCT19,	What gas do most scientists believe causes temperatures in the atmosphere to rise? Is it [READ AND RANDOMIZE]
